PID,Title of image,Temporal,Creator,Image caption,Full name and service number (from National Archives of Australia),Full name from embarkation roll (from Australian War Memorial) 2,NAA identifier,Embarkation ship (from Australian War Memorial) 2,Date of embarkation (from Australian War Memorial) 2,Provenance,Image number,Copyright statement,Conditions of use,Source,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Link to permananent portrait image
1377863,Portrait of Gunner A.H. Parkinson,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 5th Brigade, 4th Reinforcements, A.F.A. Son of Mr. F.C. Parkinson (C.T.A. of Queensland).","Arthur Harold Parkinson, Service Number - 20862",Arthur Harold Parkinson,NAA person ID: 268376,HMAT Argyllshire A8,11/05/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 11, No. 12, 5 February 1916",Image number: 684723-v011n012-s0003-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 February 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465076
1377867,Portrait of E.C. Rose,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. G.H. Rose (Club Member, C.T.A. of Queensland).","Ernest Clifford Rose, Service Number - Lieutenant",Ernest Clifford Rose,NAA person ID: 299682,HMAT Boorara A42,19/08/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 11, No. 12, 5 February 1916",Image number: 684723-v011n012-s0003-0005,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 February 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465077
1377871,Portrait of Lieut. E.M. Tooth,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Club Member (C.T.A. of Qld.).,"Edwin Marsden Tooth, Service Number - Lieutenant",Edwin Marsden Tooth,NAA person ID: 363842,HMAT Ulysses A38,20/02/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 11, No. 12, 5 February 1916",Image number: 684723-v011n012-s0003-0006,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 February 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465078
1377875,Portrait of Private R.M. Richardson,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): On Active Service. 13th Batt., 4th Aust. Inf., wounded at Gallipoli, and now ill in London. Two sons of Mr. Robert Richardson (C.T.A. of Queensland).","Robert Murray Richardson, Service Number - 2226",Robert Murray Richardson,NAA person ID: 291630,HMAT Wandilla A62,14/06/1915,"Photograph appears on page 39 of 'The Australasian Traveller', Vol. 11, No. 12, 5 February 1916",Image number: 684723-v011n012-s0039-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 February 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465079
1377879,Portrait of Private J.H. Richardson,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): On Active Service. 3rd Battalion, 1st Australian Infantry Brigade. Two sons of Mr. Robert Richardson (C.T.A. of Queensland).","John Harold Richardson, Service Number - 2372",John Harold Richardson,NAA person ID: 297879,HMAT Orsova A67,14/07/1915,"Photograph appears on page 39 of 'The Australasian Traveller', Vol. 11, No. 12, 5 February 1916",Image number: 684723-v011n012-s0039-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 February 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465080
1377883,Portrait of Captain C.F. Corser,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 15th Battalion, 4th Infantry Brigade. Returned home wounded from Quinn's Post, Gallipoli. Son of Mr. E.B.C. Corser, M.H.R. (Club Member of the C.T.A. of Qld.).","Cyril Frederick Corser, Service Number - Captain",Cyril Frederick Corser,NAA person ID: 128884,HMAT Ceramic A40,22/12/1914,"Photograph appears on page 43 of 'The Australasian Traveller', Vol. 11, No. 12, 5 February 1916",Image number: 684723-v011n012-s0043-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 February 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465081
1377887,Portrait of Sergeant H.E. Corser,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. E.B.C. Corser, M.H.R. (Club Member, C.T.A. of Qld.).","Herbert Edward Corser, Service Number - 1886",Herbert Edward Corser,NAA person ID: 128887,HMAT Clan McGillivray A46,1/05/1916,"Photograph appears on page 43 of 'The Australasian Traveller', Vol. 11, No. 12, 6 May 1916",Image number: 684723-v011n012-s0043-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 May 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465082
1377891,Portrait of Lieutenant Cyril Meyer,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 13th Reinforcements, 13th Battalion. Full member of the C.T.A. of Qld.","Cyril Bernard Meyer, Service Number - Lieutenant",Cyril Bernard Meyer,NAA person ID: 275448,HMAT Aeneas A60,20/12/1915,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 12, No. 1, 4 March 1916",Image number: 684723-v012n001-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 March 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465083
1377895,Portrait of Corporal J.G. Smith,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 1st Reinforcements, 5th Field Artillery Brigade. Son of Mr. C.A. Smith, (C.T.A. of Queensland).","John Gordon Smith, Service Number - 9410",John Gordon Smith,NAA person ID: 3052,HMAT Persic A34,18/11/1915,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 12, No. 1, 4 March 1916",Image number: 684723-v012n001-s0001-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 March 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465004
1377899,Portrait of Private E.B. Faulkner,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Served with the Australian Navy for 12 months, and has now enlisted with 11th Reinforcements, 15th Batt. A.I.F. Son of Mr. A. Faulkner (Club Member, C.T.A. of Queensland).","Ernest Bennett Faulkner, Service Number - 3293",Ernest Bennett Faulkner,NAA person ID: 163953,HMAT Seang Bee A48,21/10/1915,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 1, 4 March 1916",Image number: 684723-v012n001-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 March 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465005
1377903,Portrait of Sydney G. Kibble,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): King Edward's Horse. Son of Senior Past-President and Foundation member George Kibble (C.T.A. of Queensland). Mr. S. G. Kibble took an active part in the Boer War.,"Sydney George Kibble, Service Number - 122",n/a,NAA person ID: 868235,n/a,n/a,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 1, 4 March 1916",Image number: 684723-v012n001-s0003-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 March 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465006
1377907,Portrait of Sergeant W.S. Mactaggart,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 9th Batt., 3rd Australian Division. Son of Mr. D. Mactaggart, (Club Member, C.T.A. of Queensland).","Walter Scipio MacTaggart, Service Number - Lieutenant/6",Walter Scipio Mactaggart,NAA person ID: 48493,HMAT Omrah A5,24/09/1914,"Photograph appears on page 29 of 'The Australasian Traveller', Vol. 12, No. 1, 4 March 1916",Image number: 684723-v012n001-s0029-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 March 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465007
1377911,Portrait of Lance-Corporal H.J. Murphy,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Full member of the C.T.A. of Qld.,"Harold John Murphy, Service Number - 29070/20970",Harold John Murphy,NAA person ID: 247464,HMAT Argyllshire A8,11/05/1916,"Photograph appears on page 29 of 'The Australasian Traveller', Vol. 12, No. 1, 4 March 1916",Image number: 684723-v012n001-s0029-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 March 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465008
1377915,Portrait of Sergeant Paymaster Fred Tait,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Left with the 3rd Aust. Hospital in May 1915. Stationed in Lemnos. Contracted dysentery; invalided to London; afterwards invalided to Australia. Now on furlough. Son of Mr. J. Tait senior, (C.T.A. of Qld.).","Frederick Tait, Service Number - 4473",Frederick Tait,NAA person ID: 330878,RMS Mooltan,15/05/1916,"Photograph appears on page 29 of 'The Australasian Traveller', Vol. 12, No. 1, 4 March 1916",Image number: 684723-v012n001-s0029-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 March 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465009
1377919,Portrait of Private Noel R.G. Ridgway,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 9th Reinforcements, 25th Battalion, 7th Infantry Brigade. (Full member of C.T.A. of Queensland.)","Noel Ridgway, Service Number - 3898",Noel Ridgway,NAA person ID: 296973,HMAT Wandilla A62,31/01/1916,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 12, No. 2, 1 April 1916",Image number: 684723-v012n002-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 1 April 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465010
