RECORD #(BIBLIO),RECORD URL,XML,NAME,TITLE,DATES/PUBLICATION DETAILS,DESCRIPTION/QUANTITY,SUMMARY,SUBJECT,SERIES/COLLECTION,IMAGE
b20423706,http://www.catalog.slsa.sa.gov.au/record=b2042370,http://www.catalog.slsa.sa.gov.au/xrecord=b2042370,,Peace march,[approximately 1918],Photograph (b&w print)  14.8 cm x 21.5 cm;C1,"A peace march along Murray Street, Tanunda.","Parades -- South Australia -- Tanunda;World War, 1914-1918 -- Peace",Tanunda Collection,http://collections.slsa.sa.gov.au/mpcimg/46000/B45898.htm
b20426677,http://www.catalog.slsa.sa.gov.au/record=b2042667,http://www.catalog.slsa.sa.gov.au/xrecord=b2042667,,Terowie School Honour Roll,[approximately 1920],Photograph  20.5 cm x 16.8 cm,Public School Honour Roll.,"Memorials -- South Australia -- Terowie;World War, 1914-1918 -- Registers of dead -- South Australia -- Terowie",Terowie Collection,http://collections.slsa.sa.gov.au/mpcimg/33000/B32952.htm
b20429435,http://www.catalog.slsa.sa.gov.au/record=b2042943,http://www.catalog.slsa.sa.gov.au/xrecord=b2042943,"Dubotzki, Paul, 1892-1962, photographer",Concentration camp,[approximately 1914],Photograph  13.3 cm x 39.7 cm (image)  26 cm x 52 cm (mount);OUTSIZE 5 c;RESERVE 1b [photographic copy],"Concentration camp at Torrens Island. The Torrens Island Internment Camp was a World War I detention camp which held up to 400 men of German or Austro-Hungarian background between October 1914 and August 1915. The prisoners were interned in tents in very uncomfortable conditions. In 1915 a new commanding officer shifted the camp to another location on the island and conditions deteriorated. Guards were routinely offensive, violent and brutal but when an American internee was flogged he wrote to the US Consul and the conditions were brought into the open. The camp was quietly closed in 1915. The official records were destroyed","Torrens Island Internment Camp (S.A.);World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/12250/B12161.htm
b20429472,http://www.catalog.slsa.sa.gov.au/record=b2042947,http://www.catalog.slsa.sa.gov.au/xrecord=b2042947,,Concentration camp,1915,Photograph  12.7 cm x 7.8 cm,Internees at Torrens Island concentration camp.,"Torrens Island Internment Camp (S.A.);Female impersonators -- South Australia -- Torrens Island;Costume -- South Australia -- Torrens Island;World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/17500/B17351.htm
b20429484,http://www.catalog.slsa.sa.gov.au/record=b2042948,http://www.catalog.slsa.sa.gov.au/xrecord=b2042948,,Internment camp,[approximately 1914],Postcard (b&w)  8.7 cm x 13.8 cm;RESERVE 1,View of the Internment camp on Torrens Island.,"Torrens Island Internment Camp (S.A.);World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/47000/B46793.htm
b20429496,http://www.catalog.slsa.sa.gov.au/record=b2042949,http://www.catalog.slsa.sa.gov.au/xrecord=b2042949,,Internment camp,[approximately 1914],Photograph (b&w print)  8.7 cm x 13.8 cm;RESERVE 1,"Cooks at the internment camp on Torrens Island  (from left) Jarratt, McPherson and Brennan.","Torrens Island Internment Camp (S.A.);World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/47000/B46794.htm
b20429502,http://www.catalog.slsa.sa.gov.au/record=b2042950,http://www.catalog.slsa.sa.gov.au/xrecord=b2042950,,Internment camp,[approximately 1914],Photograph (b&w print)  8.6 cm x 13.7 cm;RESERVE 1,"A group of internees, Torrens Island.","Torrens Island Internment Camp (S.A.);World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens;Prisoners of war -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/47000/B46795.htm
b20429514,http://www.catalog.slsa.sa.gov.au/record=b2042951,http://www.catalog.slsa.sa.gov.au/xrecord=b2042951,,Internment camp,[approximately 1914],Photograph (b&w print)  8.6 cm x 13.6 cm;RESERVE 1,"Members of the ""Cheer Up Society"" visiting the camp.","Cheer-up Society (S.A.);Torrens Island Internment Camp (S.A.);Clothing and dress -- South Australia -- Torrens Island;World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island;World War, 1914-1918 -- War work -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/47000/B46796.htm
b20429526,http://www.catalog.slsa.sa.gov.au/record=b2042952,http://www.catalog.slsa.sa.gov.au/xrecord=b2042952,,Internees concert,[approximately 1914],Photograph (b&w print)  8.8 cm x 13.9 cm;RESERVE 1,"Internees concert at the camp, Torrens Island.","Torrens Island Internment Camp (S.A.);World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island;Female impersonators -- South Australia -- Torrens Island;Costume -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/47000/B46797.htm
b20429538,http://www.catalog.slsa.sa.gov.au/record=b2042953,http://www.catalog.slsa.sa.gov.au/xrecord=b2042953,,Internees at the camp,[approximately 1914],Photograph (b&w print)  8.7 cm x 13.8 cm;RESERVE 1,A group of internees at the camp.,"Torrens Island Internment Camp (S.A.);World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island;Prisoners of war -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/47000/B46798.htm
b2042954x,http://www.catalog.slsa.sa.gov.au/record=b2042954,http://www.catalog.slsa.sa.gov.au/xrecord=b2042954,,Celebration inspections,[approximately 1914],Photograph (b&w print)  10.7 cm x 15.4 cm;RESERVE 1,"Celebration ""inspections"" by internees for the Kaiser's birthday.","Torrens Island Internment Camp (S.A.);Prisoners of war -- South Australia -- Torrens Island;World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/47000/B46799.htm
b20429551,http://www.catalog.slsa.sa.gov.au/record=b2042955,http://www.catalog.slsa.sa.gov.au/xrecord=b2042955,,Internees at camp,[approximately 1914],Postcard (b&w)  8.7 cm x 13.7 cm;RESERVE 1,Group of German internees under military guard.,"Torrens Island Internment Camp (S.A.);World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/48250/B48117.htm
b20429563,http://www.catalog.slsa.sa.gov.au/record=b2042956,http://www.catalog.slsa.sa.gov.au/xrecord=b2042956,,Internees at camp,[approximately 1914],Postcard (b&w print)  8.7 cm x 13.8 cm;RESERVE 1,Group of German internees under military guard.,"Torrens Island Internment Camp (S.A.);World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/48250/B48118.htm
b20429575,http://www.catalog.slsa.sa.gov.au/record=b2042957,http://www.catalog.slsa.sa.gov.au/xrecord=b2042957,,Concentration camp,[approximately 1914],Postcard (b&w )  8.7 cm x 13.8 cm;RESERVE 1,"Members of a concert party visiting the camp, Torrens Island.","Torrens Island Internment Camp (S.A.);World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island",Torrens Island Collection,http://collections.slsa.sa.gov.au/mpcimg/48250/B48119.htm
b20444771,http://www.catalog.slsa.sa.gov.au/record=b2044477,http://www.catalog.slsa.sa.gov.au/xrecord=b2044477,,Peace Thanksgiving Service,1918,Photograph  21.6 cm x 13 cm,"Celebration and Peace Thanksgiving Service for all denominations held on Dr Nicol's tennis court and garden (White St, just west of Dr. Nicol's house, which is now an accountancy business), Waikerie. It was held on Armistice Day (11 November 1918), and apparently the wives and girlfriends of serving soldiers dance in the streets and even on a cafe table top. This photograph is held by the Waikerie Historical Society [information provided by a researcher].","Nicol, Dr;World War, 1914-1918, -- Anniversaries, etc.;Memorial service -- South Australia -- Waikerie;Armistice Day",Waikerie Collection,http://collections.slsa.sa.gov.au/mpcimg/34250/B34093.htm
b20448910,http://www.catalog.slsa.sa.gov.au/record=b2044891,http://www.catalog.slsa.sa.gov.au/xrecord=b2044891,,"Electric Motors, Wallaroo",[approximately 1914],Photograph  29 cm x 21.7 cm;RESERVE 1 b,Electric motors manufactured in the mines engineering shops at Wallaroo during war time. Shell cases were manufactured for the British Government in the mines shops during 1914-18 at Wallaroo Mines.,"World War, 1914-1918 -- South Australia -- Wallaroo Mines;Mines and mineral resources -- South Australia -- Wallaroo Mines",Wallaroo Mines Collection,http://collections.slsa.sa.gov.au/mpcimg/13000/B12796.htm
b20487216,http://www.catalog.slsa.sa.gov.au/record=b2048721,http://www.catalog.slsa.sa.gov.au/xrecord=b2048721,,Edward Markey,[approximately 1917],Photograph ,"Edward Thomas Markey of Terowie, joined on 28 February 1917.","Markey, Edward;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/33250/B33025.htm
b20488294,http://www.catalog.slsa.sa.gov.au/record=b2048829,http://www.catalog.slsa.sa.gov.au/xrecord=b2048829,,"Army officer, Percival Harris Mitchell",[approximately 1913],Photograph (b&w print)  15 cm x 7.5 cm (image)   25.5 cm x 14.5 cm;RESERVE 1,"Percival Harris Mitchell, army officer.","Mitchell, Percival Harris, 1875-1933;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/49750/B49538.htm
b20489389,http://www.catalog.slsa.sa.gov.au/record=b2048938,http://www.catalog.slsa.sa.gov.au/xrecord=b2048938,,Sergeant R. J. Myren,1914,Photograph (b&w print)  15.5 cm x 10.7 cm;C1,Sergeant R.J. Myren.,"Myren, Royal John, 1889-1975;Soldiers -- South Australia;World War, 1914-1918 -- South Australia",Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/48000/B47926.htm
b20496035,http://www.catalog.slsa.sa.gov.au/record=b2049603,http://www.catalog.slsa.sa.gov.au/xrecord=b2049603,,John Edward Stuart,1918,Photograph (b&w print)   15 cm x 21.5 cm;C1,"John Edward Stuart, District Council Honor Roll.","Stuart, John Edward;Port Germein (S.A. : District). Council;World War, 1914-1918 -- South Australia",Portrait Collection,http://collections.slsa.sa.gov.au/mpcimg/41750/B41576.htm
b20501791,http://www.catalog.slsa.sa.gov.au/record=b2050179,http://www.catalog.slsa.sa.gov.au/xrecord=b2050179,,Recruiting Train,[approximately 1916],Photograph  22.4 cm x 14.5 cm,"[General description] The locomotive of this train has been decorated with flags and sports a British coat-of-arms and Union Jack on its front. Recruiting drives like this came about as the Australian Army did not conscript. Here is part of a newspaper article at the time: 'The Recruiting Train: Mr. Vaughan (Premier of South Australia) said arrangements had been completed for the running of the special recruiting train over the northern and western lines on Tuesday, Wednesday, and Thursday next, and he anticipated that it would prove a great incentive to recruiting. About 12 prominent speakers would travel with the train, together with the Military Camp Band. The secretary of the State War Council (Mr. Victor Ryan) had visited the 19 local committees concerned, and he reported that they were taking up the matter enthusiastically, and big meetings were expected. Tradesmen agreed to close their premises while the meetings were being held. The flour and chaff mills and the wheat agents had promised to suspend operations so as to give the employees an opportunity of attending the meetings. Evening meetings would be held at Port Pirie and Laura on Tuesday, and at Wallaroo and Moonta on Wednesday, and day meetings as follows: Tuesday: Owen, Balaklava, Brinkworth, Georgetown, Gladstone. Wednesday: Crystal Brook, Gulnare, Snowtown, Bute, Kadina. Thursday: Wallaroo Mines, Paskeville, Port Wakefield, Hamley Bridge, Gawler. Where possible provision would be made for the enlistment and medical examination of recruits at the meetings.' This extract is from the following article: 'AUSTRALIA'S NEW ARMY. (1916, March 24). The Advertiser (Adelaide, SA : 1889-1931), p. 7.9 [On back of photograph] 'Special recruiting train which ran over the north and north western lines / March 28-30, 1916.","Railroads -- South Australia -- Trains;World War, 1914-1918 -- South Australia;Recruiting and enlistment -- South Australia",General Collection,http://collections.slsa.sa.gov.au/mpcimg/04250/B4181.htm
b20504809,http://www.catalog.slsa.sa.gov.au/record=b2050480,http://www.catalog.slsa.sa.gov.au/xrecord=b2050480,,Interned Germans,1915,Photograph  13.9 cm x 8.8 cm,"Interned Germans wearing camp uniform and playing a game of chess on Torrens Island (sitting on the left is O Burth). Conditions were harsh in the camp with Captain GE Hawkes abusing and ill treating the internees. Following two courts of inquiry the camp was closed in 1915. To add to the harsh conditions the internees, housed in tents, had to provide their own food. Despite these hardships they managed to organise cultural events.","Torrens Island Internment Camp (S.A.);World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island;Prisoners of war -- South Australia -- Torrens Island",General Collection,http://collections.slsa.sa.gov.au/mpcimg/09000/B8999.htm
b20504834,http://www.catalog.slsa.sa.gov.au/record=b2050483,http://www.catalog.slsa.sa.gov.au/xrecord=b2050483,,Concentration Camp,1915,Photograph  13.9 cm x 8.8 cm,"Concentration camp for civil prisoners of war on Torrens Island. Conditions were harsh in the camp with Captain GE Hawkes abusing and ill treating the internees. Following two courts of inquiry the camp was closed in 1915. To add to the harsh conditions the internees, housed in tents, had to provide their own food. Despite these hardships they managed to organise cultural events. After the camp was closed in 1915 the internees were transferred to Sydney. This photograph shows row upon row of tents behind a fence.","Torrens Island Internment Camp (S.A.);World War, 1914-1918 -- Concentration camps -- South Australia -- Torrens Island",General Collection,http://collections.slsa.sa.gov.au/mpcimg/09250/B9002.htm
b20506260,http://www.catalog.slsa.sa.gov.au/record=b2050626,http://www.catalog.slsa.sa.gov.au/xrecord=b2050626,"Krischock, Henry, photographer",Light Horse Regiment on parade,1914 September,1 photograph : black and white   40 x 33 cm;RESERVE 1 b;still image sti rdacontent;unmediated n rdamedia;sheet nb rdacarrier,"Mounted soldiers of the South Australian Light Horse Regiment on parade for a Colour Presentation ceremony at Morphettville racecourse, South Australia. See B 10302 for a photo taken at almost the same time. This photo appeared in 'The Advertiser' Monday 21 September 1914, page 9: 'The above picture, taken from an elevated position, shows the 3rd Light Horse Regiment drawn up in line of troop on the Morphettville Racecourse after the Governor had presented the colours. Lieutenant-Colonel Rowell, I.O.C. shown in the immediate foreground with Major Fulton who is second in command. A little to the left behind the O.C. the Transport and Machine Gun Sections attached to the Regiment are depicted on the right and left flank of the troops'. See PRG 280/1/29/73 for another photo taken just seconds apart from this one.","Australia. Army. Australian Light Horse;Morphettville Racecourse (S.A.);Soldiers -- South Australia -- Adelaide;World War, 1914-1918 -- South Australia -- Adelaide",General Collection,http://collections.slsa.sa.gov.au/mpcimg/10500/B10302.htm
b20511620,http://www.catalog.slsa.sa.gov.au/record=b2051162,http://www.catalog.slsa.sa.gov.au/xrecord=b2051162,,"Clearing Station, Gallipoli",1915,Photograph  10.9 cm x 6.9 cm,Clearing Station at Gallipoli.,"Soldiers -- Turkey -- Gallipoli Peninsula;World War, 1914-1918 -- Turkey -- Gallipoli Peninsula",General Collection,http://collections.slsa.sa.gov.au/mpcimg/17750/B17738_1.htm
b20511632,http://www.catalog.slsa.sa.gov.au/record=b2051163,http://www.catalog.slsa.sa.gov.au/xrecord=b2051163,,Graveyard at Gallipoli,1915,Photograph  10.9 cm x 6.9 cm,Graveyard at Gallipoli.,"Cemeteries -- Turkey -- Gallipoli Peninsula;World War, 1914-1918 -- Turkey -- Gallipoli Peninsula",General Collection,http://collections.slsa.sa.gov.au/mpcimg/17750/B17738_2.htm
b20511644,http://www.catalog.slsa.sa.gov.au/record=b2051164,http://www.catalog.slsa.sa.gov.au/xrecord=b2051164,,Troops Preparing to Leave,1915,Photograph  10.9 cm x 6.9 cm,Troops preparing to leave Anzac 7 hours before the evacuation on 8 December 1915.,"Soldiers -- Turkey -- Gallipoli Peninsula;World War, 1914-1918 -- Turkey -- Gallipoli Peninsula",General Collection,http://collections.slsa.sa.gov.au/mpcimg/17750/B17738_3.htm
b20511656,http://www.catalog.slsa.sa.gov.au/record=b2051165,http://www.catalog.slsa.sa.gov.au/xrecord=b2051165,,Night Attack at Gallipoli,1915,Photograph  10.9 cm x 6.9 cm,Night attack at Gallipoli showing search light.,"Soldiers -- Turkey -- Gallipoli Peninsula;World War, 1914-1918 -- Turkey -- Gallipoli Peninsula",General Collection,http://collections.slsa.sa.gov.au/mpcimg/17750/B17738_4.htm
