id,TITLE,PUBL/DATES,DESCRIPT.,HISTORY,SUBJECT,SOURCE,ARTICLE URL
b22202134,[Private Jack Witcomb],1918,reference in newspaper;portrait (12 October),"Private, 10th Battalion AIF  from Yacka  enlisted July 1915  had been wounded three times  fought at Pozieres, Billecourt and Polygon Woods  died of wounds 27 August 1918, France, aged 25  second son of F.S. and F. Witcomb.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Witcomb, John Francis Trafford, 1892-1918;World War, 1914-1918 -- South Australia","Chronicle, 14 September 1918, p. 27, col. d;Chronicle, 12 October 1918, p. 25, col. e;Chronicle, 7 December 1918, p. 38, col. d",http://nla.gov.au/nla.news-page8611375;http://nla.gov.au/nla.news-article87552667;http://nla.gov.au/nla.news-article87551939
b22202158,[Private D. C. Dennis],1918,reference in newspaper;portrait,"Private, service number 6235, 10th Battalion  from Arwakurra  died of wounds 19th August 1918, 9th General Hospital, aged 20  eldest son of D.F. Dennis and the late T. Dennis.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Dennis, Dalby Cecil, 1897-1918;World War, 1914-1918 -- South Australia","Chronicle, 14 September 1918, p. 27, col. d",http://nla.gov.au/nla.news-page8611375
b22202249,[Private C. William Winkler],1918,"reference in newspaper;portrait (28 September, p. 26)","Private, service number 3968, 10th Battalion  killed in action 11 August 1918, France, aged 20  born at Wallaroo  son of Mr and Mrs C. Winkler, two brothers on active service.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Winkler, Charles William, 1898-1918;World War, 1914-1918 -- South Australia","Chronicle, 14 September 1918, p. 27, col. e;Chronicle, 28 September 1918, p. 26, col. e  p. 39, col. d",http://nla.gov.au/nla.news-page8611375;http://nla.gov.au/nla.news-article87550024;http://nla.gov.au/nla.news-page8611483
b22202250,[Private Frank W. George],1918,reference in newspaper;portrait (28 September),"Private, B Company, 5th Pioneer Battalion  from Yanyarrie  killed in action 20 July 1918, France, aged 32  youngest son of Mrs A.T. George, brother of Elsie and Mrs F. Gameau.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","George, Frank Walter, 1886-1918;World War, 1914-1918 -- South Australia","Chronicle, 31 August 1918, p. 27, col. c;Chronicle, 14 September 1918, p. 27, col. e;Chronicle, 28 September 1918, p. 26, col. g",http://nla.gov.au/nla.news-article87552093;http://nla.gov.au/nla.news-page8611375;http://nla.gov.au/nla.news-article87550024
b22202262,[Private Sydney Ness],1918,reference in newspaper;portrait (28 September),"Private  from Mount Drummond, West Coast  killed in action 12 August 1918, France, aged 31  sixth son of H. and S. Ness.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Ness, Sydney, 1887-1918;World War, 1914-1918 -- South Australia","Chronicle, 14 September 1918, p. 27, col. e;Chronicle, 28 September 1918, p. 26, col. e",http://nla.gov.au/nla.news-page8611375;http://nla.gov.au/nla.news-article87550024
b22202274,[Lieutenant W. Gordon Colliver],1918,"reference in newspaper;portrait (28 September, p. 26)","Lieutenant, 43rd Battalion  from Parkside  killed in action 1 September 1918, France  third son of Mr and Mrs W. Colliver, brother of Eustace and Norman.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Colliver, William Gordon, 1895-1918;World War, 1914-1918 -- South Australia","Chronicle, 14 September 1918, p. 27, col. e;Chronicle, 28 September 1918, p. 26, col. b  p. 38, col. d",http://nla.gov.au/nla.news-page8611375;http://nla.gov.au/nla.news-article87550024;http://nla.gov.au/nla.news-article87550065
b22202286,[Private Philip Gawler Guy],1918,"reference in newspaper;portrait (9 November, p. 26)","Private, 10th Battalion  from Gawler  killed in action 15 August 1918  younger son of Mr and Mrs Philip Guy, brother of Edith P. Guy.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Guy, Philip Gawler, 1889-1918;World War, 1914-1918 -- South Australia","Chronicle, 14 September 1918, p. 27, col. e;Chronicle, 9 November 1918, p. 26, col. g  p. 38, col. c",http://nla.gov.au/nla.news-page8611375;http://nla.gov.au/nla.news-article87552921;http://nla.gov.au/nla.news-article87552966
b2220314x,[Lieutenant V. W. Lampard],1918,"reference in newspaper;portrait (28 September, p. 26)","Lieutenant, 27th Battalion  from Torrensville  M.C.  killed in action 2 September 1918, aged 22  eldest son of Mr and Mrs W.A. Lampard.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Lampard, Victor Walter, 1896-1918;World War, 1914-1918 -- South Australia","Chronicle, 21 September 1918, p. 27, col. c;Chronicle, 28 September 1918, p. 26, col. c  p. 39, col. a",http://nla.gov.au/nla.news-article87555964;http://nla.gov.au/nla.news-article87550024;http://nla.gov.au/nla.news-page8611483
b22203217,[Private Eliezer Rabinovitch],1918,reference in newspaper;portrait (19 October),"Private, service number 17708, 9th Field Ambulance AAMC  from Port Adelaide  killed in action 31 August 1918, France  brother of Mrs S. Marks and Mr S. Rabinovitch.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Rabinovitch, Eliezer Hurst, -1918;World War, 1914-1918 -- South Australia","Chronicle, 21 September 1918, p. 27, col. c;Chronicle, 19 October 1918, p. 26, col. d;Chronicle, 26 October 1918, p. 37, col. c",http://nla.gov.au/nla.news-article87555964;http://nla.gov.au/nla.news-article87549896;http://nla.gov.au/nla.news-article87555549
b22203229,[Private G. A. Sampson],1918,reference in newspaper;portrait (5 October),"Private, service number 175  from Edithburgh  killed in action 25 August 1918, France, aged 24 years and 7 months  youngest son of Henry Sampson.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Sampson, Gerard Alfred, 1894-1918;World War, 1914-1918 -- South Australia","Chronicle, 21 September 1918, p. 27, col. c;Chronicle, 5 October 1918, p. 26, col. g",http://nla.gov.au/nla.news-article87555964;http://nla.gov.au/nla.news-article87551482
b22207260,[Sergeant-Major George G. Grandison],1918,reference in newspaper;portrait (28 September),"Sergeant-Major, 27th Battalion  from Port Adelaide  killed in action 10 August 1918, France, aged 26  son of George and Minnie Grandison.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Grandison, George G., 1892-1918;World War, 1914-1918 -- South Australia","Chronicle, 31 August 1918, p. 27, col. d, e;Chronicle, 28 September 1918, p. 26, col. a",http://nla.gov.au/nla.news-article87552093;http://nla.gov.au/nla.news-article87550024
